age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative
Under 65,No,Completed graduate school,More enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_d40c61b3d93f0020c7e9fdd372a389e0350f98a03275efa26207205b,"Between $15,000 and $49,999",Another county in Georgia,,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Rural,Disagree
Under 65,No,"Some college, no degree",Less enthusiastic,Agree,Male,Book of fables,Don't know,Can't be too careful,prolific_20ab6fe31c767bec22bc6bd36cdc6a0787a212908ff88706ce57de19,"Under $15,000",Another county in Georgia,,"Black, non-Hispanic",Joe Biden,Yes,Online,Other,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Agree,No,Yes,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Disagree,Urban,Agree
Under 65,No,Completed graduate school,About the same,Don't know,Male,Book of fables,Disagree,Can't be too careful,prolific_74619682cc9d41e3bd60af1750f04eb5021d99a060a9aa30fd8b138b,"Between $100,000 and $150,000","Fulton County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Florida,Some,Yes,Probably Yes,Don't know,Suburban,Disagree
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Female,Inspired word,Disagree,Don't know,prolific_ece1e0d1f33f3d2272b2587ad70febdd8cd8bb375fa8d2a9c176bb44,"Under $15,000",Another county in Georgia,Very likely,Other,Joe Biden,No,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to South Carolina,Closer to Florida,Quite a lot,Yes,Probably Yes,Don't know,Urban,Agree
Under 65,No,"Some college, no degree",More enthusiastic,Agree,Female,Book of fables,Disagree,Can trust,prolific_2d3d4b692ce468d339f58ef9082886b7b0284f272088c8bdcfb4124c,"Between $15,000 and $49,999","Gwinnett County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Agree,Suburban,Disagree
Under 65,Yes,"Some college, no degree",About the same,Disagree,Female,Inspired word,Agree,Can trust,prolific_3c54af3a997f53e60ec8c8e4440db4a159d071ab39e52e4f16be1f7a,"Between $15,000 and $49,999","Cobb County, GA",Somewhat likely,"White, not Hispanic",Don't know / Not sure,Yes,Online,Did not vote,Did not vote,Absentee by mail,Undecided,Undecided,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Only a little,Yes,Probably Yes,Disagree,Suburban,Disagree
Under 65,No,Graduated from college,More enthusiastic,Don't know,Female,Book of fables,Disagree,Can trust,prolific_21797daec4983ed3aa3abe63454998668462229a860100b264ffc038,"Between $100,000 and $150,000",Another county in Georgia,,"White, not Hispanic",Joe Biden,No,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Disagree,Suburban,Disagree
Under 65,Yes,Graduated from college,More enthusiastic,Disagree,Female,Word of God,Agree,Can trust,prolific_327b314c9ca4ffd5f980b0fab93039d7059a441e01a7e0e34733db1e,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Disagree,Yes,No,Yes,Closer to Alabama,Closer to Florida,Quite a lot,No,Definitely No,Don't know,Urban,Disagree
Under 65,No,Graduated from college,More enthusiastic,Agree,Male,Inspired word,Agree,Can trust,prolific_d861639f088d7e56492048c28462991e12076cd7a2b4548355e77e8c,"Between $100,000 and $150,000","Fulton County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Don't know,Urban,Disagree
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Male,Inspired word,Agree,Can't be too careful,prolific_0b78319b5229f048ccc9a34e66f691a254f96b081949c5f8674d0ef2,"Between $15,000 and $49,999","DeKalb County, GA",Very likely,Other,Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to South Carolina,Closer to Florida,Quite a lot,Yes,Definitely Yes,Disagree,Urban,Disagree
Under 65,Yes,"Some college, no degree",More enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_98889d88dcba02995daf87b4dfc6786d1db28197c8acde5ff50e3fde,"Under $15,000","Fulton County, GA",,"Black, non-Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Don't know,Urban,Disagree
Under 65,No,"Some college, no degree",Less enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_b2d8f9b012e73d496dc5a2cce926b00028acc9c3ed8a453e4e0c4692,"Under $15,000",Another county in Georgia,,"Black, non-Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Florida,Quite a lot,Yes,Probably Yes,Agree,Suburban,Disagree
Under 65,Yes,Graduated from college,About the same,Don't know,Female,I don't know,Agree,Can't be too careful,prolific_d5318da3360ea86586e35a7c751aea02ea4c88491a500c573bf1e7f1,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Some,No,Don’t know / not sure,Don't know,Suburban,Don't know
Under 65,No,Graduated from college,About the same,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_d2c7afb897636e1daccf42de921f96054a93a955ed732161040bb162,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Rural,Don't know
Under 65,No,"Some college, no degree",About the same,Disagree,Male,Book of fables,Disagree,Can trust,prolific_a25fe22bb75fe6922f19d919f9e83ffb931c424db53c0f7a8b1aad9e,"Under $15,000","Cobb County, GA",Very likely,"White, not Hispanic",Joe Biden,No,Online,Did not vote,Other,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Disagree,Suburban,Disagree
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Male,Inspired word,Don't know,Can trust,prolific_3adef50f28113ef46b63463f1c0e6a98d21402f40edc6fa4430d6c79,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,Yes,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Rural,Don't know
Under 65,Yes,Graduated from college,More enthusiastic,Don't know,Female,I don't know,Disagree,Can't be too careful,prolific_310c61b85a45a9969024c5df28acd3c8452aa65e07a1a99bf6da29bc,"Between $50,000 and $74,999",Another county in Georgia,Very likely,Other,Donald Trump,Yes,Online,Did not vote,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Some,No,Probably No,Disagree,Rural,Don't know
Under 65,No,Graduated from high school,About the same,Agree,Female,Inspired word,Disagree,Can't be too careful,prolific_f59f237d66eec25d804e46bcc627bb6e3133d6789e9f8fa0262f3cfa,"Between $15,000 and $49,999","DeKalb County, GA",,"Black, non-Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Agree
Under 65,No,Graduated from college,More enthusiastic,Don't know,Female,Book of fables,Don't know,Can't be too careful,prolific_91a9719f67f1abdbb748d02e10b85ea142d0fb6c4292c0ea34da3f3d,"Between $15,000 and $49,999","Cobb County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Definitely Yes,Agree,Suburban,Disagree
Under 65,Yes,"Some college, no degree",More enthusiastic,Agree,Male,Book of fables,Disagree,Can trust,prolific_ed0d2f9ea708531ec9bcfb9fcee93b1aeeec2fa162351350d6d5b717,"Between $15,000 and $49,999",Another county in Georgia,,"White, not Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Agree,Rural,Agree
Under 65,Yes,Graduated from college,About the same,Agree,Female,Inspired word,Agree,Can't be too careful,prolific_6cd2273cb64d2177e3c2eabd6caccdb17f8ab5bd032bf0e155f40f3a,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Undecided,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,No,Probably No,Agree,Suburban,Disagree
Under 65,Yes,Graduated from college,More enthusiastic,Don't know,Male,Book of fables,Agree,Don't know,prolific_995dbf137e148146ccb8d8be5e19eb1dd4173a50fa10aeb339d68826,"Under $15,000",Another county in Georgia,,"White, not Hispanic",Don't know / Not sure,No,Online,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Disagree,No,No,Yes,Closer to Alabama,Closer to Florida,Some,Don’t know / not sure,Probably No,Don't know,Rural,Disagree
Under 65,No,Graduated from college,More enthusiastic,Agree,Male,Inspired word,Disagree,Can trust,prolific_ef4f5fe8c81eaaf2b9782d2c4e9873bbb13576ef48d8ec24dc79cf50,"Between $100,000 and $150,000","Fulton County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Urban,Disagree
Under 65,No,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Disagree,Can't be too careful,prolific_b49f3689da18cf45cf39f2d8f43b47cfb549b3f67376c28bc980fca1,"Between $15,000 and $49,999",Another county in Georgia,,"Black, non-Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Florida,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Don't know
Under 65,Yes,"Some college, no degree",More enthusiastic,Disagree,Female,Book of fables,Disagree,Don't know,prolific_2627ce989150b2dc2c30853bfc804fbb4b238d64ff36f8088153da82,"Between $15,000 and $49,999",Another county in Georgia,,"Black, non-Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Florida,Quite a lot,Yes,Probably Yes,Agree,Urban,Don't know
Under 65,Yes,"Some college, no degree",About the same,Don't know,Female,Book of fables,Disagree,Don't know,prolific_e5c6c7a156365305405e6b300166b5e606f58194b62a0d242c7fdefe,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Florida,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Don't know
Under 65,Yes,"Some college, no degree",Less enthusiastic,Agree,Female,Inspired word,Disagree,Can't be too careful,prolific_522bfb1317b1c30b86acf3c5e3a477d10bb5f7cbd5c33d6a206c5ade,"Under $15,000","Cobb County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,David Perdue,Raphael Warnock,Disagree,Yes,Yes,Yes,Closer to Alabama,Closer to Tennessee,Some,Yes,Definitely Yes,Agree,Suburban,Disagree
Under 65,No,Graduated from college,More enthusiastic,Disagree,Male,Inspired word,Agree,Can't be too careful,prolific_7c1ab734a5f9d9ada9e6c9a7c88c0e2e55cac7178f9b5e61d9e7bf87,"Between $15,000 and $49,999","Gwinnett County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Rural,Don't know
Under 65,No,Graduated from college,Less enthusiastic,Agree,Male,Inspired word,Agree,Can't be too careful,prolific_7e56b672c670f82e6fa46e70d8618e74f0931d5be9c5968c6ab0b056,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,Online,Other,Other,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,No,No,Yes,Closer to South Carolina,Closer to Florida,Some,Yes,Probably Yes,Disagree,Urban,Disagree
Under 65,No,"Some college, no degree",More enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_c6cb8685ea367234609877905b2aca1620ead9615d204cb86c4b34aa,"Under $15,000","Fulton County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Urban,Don't know
Under 65,No,Completed graduate school,About the same,Disagree,Female,Book of fables,Don't know,Can't be too careful,prolific_3e6a53a9ba727f063a288168cf8e40956ba3ebfc59d0a7c1fa254478,"Over $150,000","Cobb County, GA",Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Hillary Clinton,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Probably Yes,Disagree,Suburban,Disagree
Under 65,Yes,"Some college, no degree",More enthusiastic,Agree,Male,Book of fables,Disagree,Can't be too careful,prolific_931f6399c3f58c70e9dabf832f2164991a96478b7a93a7b7cad5222a,"Under $15,000",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Agree,Suburban,Agree
Under 65,No,Completed graduate school,About the same,Don't know,Male,Inspired word,Don't know,Can trust,prolific_b37cc9274880443cd7b60ce8b337e1c07f75cc8beaabb18e1ed951f1,"Between $75,000 and $99,999","Cobb County, GA",,"White, not Hispanic",Joe Biden,No,Online,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Some,Yes,Definitely Yes,Disagree,Suburban,Disagree
Under 65,Yes,Graduated from college,About the same,Agree,Female,Inspired word,Disagree,Don't know,prolific_c3f4940d1b0bea041ae3aecd4347ab9ed5599deef7c45428d91c7500,"Under $15,000","Fulton County, GA",Very likely,"Black, non-Hispanic",Joe Biden,No,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Probably Yes,Agree,Urban,Don't know
Under 65,Yes,Graduated from college,More enthusiastic,Agree,Male,Book of fables,Don't know,Can't be too careful,prolific_420deecdac07a415b1029d307c72abb8171f0485a7416611a56c56fc,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Other,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to Alabama,Closer to Florida,Quite a lot,Yes,Probably No,Agree,Suburban,Don't know
Under 65,No,Completed graduate school,More enthusiastic,Don't know,Female,Word of God,Disagree,Can't be too careful,prolific_4625fcbe056e4a4d1faff6e41567559e81446f27a84bd6d7a07019d5,"Over $150,000","Fulton County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Undecided,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Disagree,Urban,Agree
Under 65,No,Completed graduate school,Less enthusiastic,Disagree,Male,Book of fables,Disagree,Can't be too careful,prolific_1a7ffd738266117b74538cfb354f984682f5c94309d661c48681df02,"Over $150,000","Gwinnett County, GA",Very likely,"White, not Hispanic",Donald Trump,No,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,No,Yes,Yes,Closer to South Carolina,Closer to Florida,Quite a lot,No,Definitely No,Disagree,Suburban,Disagree
Under 65,No,Graduated from college,About the same,Don't know,Female,Book of fables,Disagree,Can't be too careful,prolific_5fb8fb93e42853c5892b2120d4218e7a40db256a44a37376f7b21c7c,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Other,Early vote in person,Undecided,Undecided,Disagree,Yes,No,Yes,Closer to South Carolina,Closer to Florida,Some,Yes,Probably Yes,Don't know,Urban,Disagree
Under 65,No,Graduated from college,More enthusiastic,Disagree,Female,Word of God,Agree,Don't know,prolific_7d4351a1a153e3353579995613e6e1e21ca7de1928bd721bf63332bc,"Between $50,000 and $74,999",Another county in Georgia,,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Don't know,Unsure,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,No,Don’t know / not sure,Disagree,Suburban,Disagree
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Don't know,Can't be too careful,prolific_40b93c28350c2042e01510465b22122a5e952c4becc99fbf03efd8fb,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Did not vote,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Disagree,No,No,No,Closer to Alabama,Closer to Florida,Quite a lot,No,Definitely No,Don't know,Rural,Disagree
Under 65,No,Completed graduate school,About the same,Disagree,Female,Inspired word,Disagree,Can't be too careful,prolific_10fe23b6a28c00dd10dfdc3924017555e2a79f0bb5ce17e4b8c204b1,"Between $15,000 and $49,999","Fulton County, GA",,"Black, non-Hispanic",Joe Biden,No,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Don't know,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Don't know
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Male,Book of fables,Disagree,Can't be too careful,prolific_6303cc2831bd1dc86eff3c6439f6748c2c33135f73b177dc75f1d3a7,"Between $15,000 and $49,999","Fulton County, GA",,Hispanic,Joe Biden,No,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Don't know,Suburban,Don't know
